,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
1426,"быстро и понятно,  спасибо!",4196050,5,0,0,0,0,1,1
1427,"очень быстро отреагировали, приехали в удобное время!",4196018,5,0,0,0,0,1,0
1428,спасибо за ответ!,4196007,5,0,0,0,0,0,1
1429,к кому обратиться по поводу оплаты квитанции другим плательщиком?,4195996,5,0,1,0,0,0,0
1430,"приложение нужно дорабатывать ,сами пишите что зачисляются до 5 дней, сами просите оплатить до 20 января, а у самих нет никаких данных о поступлении, уже и выписку приложила ,все без изменений",4195981,5,0,1,0,0,0,0
1431,"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",4195889,5,0,0,0,0,0,1
1432,большое спасибо за выполнение работы!,4195801,5,0,0,0,0,0,1
1433,спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,4195710,5,0,0,0,0,0,1
1434,спасибо за оперативное выполнение заявки!,4195613,5,0,0,0,0,1,0
1435,"ук отреагировали быстро. сантехник пришел вовремя, исправил.",4195451,5,0,0,0,0,1,1
1436,"чисто ,быстро ,аккуратно",4195438,5,0,0,1,0,1,0
1437,все разъяснили👍,4195410,5,0,0,0,0,0,1
1438,"заявку выполнили быстро ,спасибо",4195403,5,0,0,0,0,1,0
1439,"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали.  спасибо",4195343,5,0,0,0,1,1,0
1440,повторная заявка (4195451),4195282,5,0,1,0,0,0,0
1441,"отлично, большое спасибо",4195248,5,0,0,0,0,0,1
1442,"да неисправность устранена, но по времени не очень быстро",4195228,5,1,0,0,0,0,0
1443,кнопки не светятся при нажатии,4195166,5,0,1,0,0,0,0
1444,"мастер пришёл в день заявки, это радует.
розетка оказалась исправна, в итоге по ремонту не пришлось ничего делать. будем наблюдать! надеюсь, будет работать и дальше.",4195150,5,1,0,0,0,1,0
1445,"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",4194964,5,0,0,0,0,1,1
1446,"прошу прислать акт, заключение. на потолке образовалось пятно от протечки",4194961,5,0,1,0,0,0,0
1447,ужасная управляющая компания,4194881,5,0,1,0,0,0,0
1448,"благодарю за чистоту в подъезде, а то у нас там появился неприятный запах.",4194871,5,0,0,1,0,0,0
1449,быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,4194793,5,0,0,0,0,1,1
1450,работа выполнена быстро!,4194765,5,0,0,0,0,1,0
1451,оперативно и качественно,4194755,5,0,0,1,0,1,0
1452,"спасибо, счетчик стал работать",4194745,5,0,0,0,0,0,1
1453,"20 января, пока запаа нет",4194731,5,0,1,0,0,0,0
1454,спасибо! очень помогли! отличный сантехник,4194676,5,0,0,0,1,0,1
1455,"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",4194664,5,0,0,0,1,1,1
1456,"заявка выполнена, спасибо за заботу.",4194591,5,0,0,0,0,0,1
1457,отлично работает теперь,4194537,5,0,0,0,0,0,1
1458,очень оперативно,4194467,5,0,0,0,0,1,0
1459,все понятно. спасибо,4194448,5,0,0,0,0,0,1
1460,вопрос решен. спасибо,4194412,5,0,0,0,0,0,1
1461,заявка выполнена,4194408,5,1,0,0,0,0,0
1462,"поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов",4194380,5,0,1,0,0,0,0
1463,быстро,4194371,5,0,0,0,0,1,0
1464,"спасибо большое за работу, за быстрый ответ на заявку и устранения .",4194284,5,0,0,0,0,1,1
1465,в лк у меня нет задолженности. оплачивал более недели назад.,4194255,5,0,1,0,0,0,0
1466,спасибо за оперативность !!!,4194213,5,0,0,0,0,1,0
1467,большое спасибо инженеру.,4194143,5,0,0,0,1,0,0
1468,спасибо станиславу большое!),4194109,5,0,0,0,1,0,0
1469,идеально закрывается дверь. огромное спасибо мастеру!,4194080,5,0,0,1,0,0,0
1470,все быстро и оперативно. спасибо!,4194058,5,0,0,0,0,1,0
1471,"хотелось бы, чтобы передали информацию в отдел, занимающийся возвратом средств. 
получается нет взаимодействия смежных отделов в ук",4193955,5,0,1,0,0,0,0
1472,хорошо только цвет другой,4193850,5,0,0,0,0,0,1
1473,спасибо большое! все оперативно устранили.,4193778,5,0,0,0,0,1,0
1474,это с учётом остальных платежей или только за электричество?,4193739,5,0,1,0,0,0,0
1475,оплата за коммунальные услуги оплачены 30.12.2024. когда можно пере заказать  справку,4193423,5,0,1,0,0,0,0
1476,всё супер. спасибо сантехнику за решение проблемы.,4193401,5,0,0,0,1,0,0
1477,спасибо за быстрое исполнение заявки,4193160,5,0,0,0,0,1,0
1478,"спасибо за оперативную работу,вопрос решен.",4193119,5,0,0,0,0,1,0
1479,"оперативно, качественно, проффессионально.",4192998,5,0,0,1,1,1,0
1480,спасибо! все оперативно и быстро было сделано! 👍🏻,4192859,5,0,0,0,0,1,0
1481,спасибо за порядок на нашей площадке,4192829,5,0,0,0,0,0,1
1482,отработали оперативно,4192809,5,0,0,0,0,1,0
1483,"быстро, класс!",4192803,5,0,0,0,0,1,0
1484,неверный логин пароль,4192799,5,0,1,0,0,0,0
1485,все оперативно. спасибо,4192791,5,0,0,0,0,1,0
1486,неверный логин и пароль🥹,4192779,5,0,1,0,0,0,0
1487,"все быстро , четко , спасибо !",4192700,5,0,0,0,0,1,0
1488,"надеюсь, что закрепили, а не просто втолкнули назад. проверю вечером",4192664,5,0,1,0,0,0,0
1489,"спасибо, оперативно",4192576,5,0,0,0,0,1,0
1490,быстро и качественно!,4192554,5,0,0,1,0,1,0
1491,все работает,4192425,5,1,0,0,0,0,0
1492,благодарю за оперативное решение!,4192420,5,0,0,0,0,1,0
1493,"помыт только пол. двери , где входная группа так и в пыли .",4192400,5,0,1,0,0,0,0
1494,"оперативно и быстро все сделали, что требовалось.",4192384,5,0,0,0,0,1,0
1495,первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,4192338,5,0,0,0,0,1,1
1496,"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",4192327,5,0,0,0,0,1,1
1497,спасибо огромное!,4192316,5,0,0,0,0,0,1
1498,отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,4192161,5,0,0,0,1,1,0
1499,"вы лучшие,  благодарю.",4192111,5,0,0,0,0,0,1
1500,спасибо большое за оперативность,4191968,5,0,0,0,0,1,0
1501,"отличная работа, быстро и качественно",4191863,5,0,0,1,0,1,0
1502,"отличная работа, быстро, качественно 🙌",4191852,5,0,0,1,0,1,0
1503,"не доделали работу до конца, ушли, пока трудно оценить,устранили ли причину протечки.",4191814,5,1,0,0,0,0,0
1504,очень благодарны!,4191800,5,0,0,0,0,0,1
1505,"спасибо за ремонт, приступили к работам в тот же день!",4191795,5,0,0,0,0,0,1
1506,"посыпали песком но не везде, упала на парковке и разбила руку",4191725,5,0,1,0,0,0,0
1507,оперативно,4191676,5,0,0,0,0,1,0
1508,"все объяснил,обнаружил утечку сверху,залитие приостановлено,благодарю.",4191673,5,0,0,0,0,0,1
1509,"да, заработало",4191635,5,1,0,0,0,0,0
1510,"спасибо, мастер пришёл очень быстро.",4191625,5,0,0,0,0,1,0
1511,"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",4191616,5,0,0,0,0,1,1
1512,сделали все быстро,4191610,5,0,0,0,0,1,0
1513,быстро сделали. спасибо.,4191609,5,0,0,0,0,1,0
1514,"спасибо, хорошо убрали!",4191309,5,0,0,1,0,0,0
1515,очень чисто. спасибо за уборку,4191296,5,0,0,1,0,0,0
1516,большое спасибо. все выполнено оперативно и качественно,4191260,5,0,0,1,0,1,0
1517,спасибо большое !,4191131,5,0,0,0,0,0,1
1518,"спасибо, заявка выполнена.",4191047,5,0,0,0,0,0,1
1519,спасибо большое за оперативный ответ,4191031,5,0,0,0,0,1,0
1520,на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,4190995,5,0,0,1,1,1,0
1521,"спасибо,оперативно отреагировали, перекрыли воду",4190986,5,0,0,0,0,1,0
1522,"выполнено, спасибо",4190976,5,0,0,0,0,0,1
1523,очень быстро решил проблему,4190855,5,0,0,0,0,1,0
1524,спасибо большое!!! вы очень аперативные,4190830,5,0,0,0,0,1,0
1525,все оперативно устранили,4190827,5,0,0,0,0,1,0
1526,"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",4190748,5,1,0,0,0,0,0
1527,"четко, оперативно",4190727,5,0,0,0,0,1,0
1528,спасибо за работу!,4190707,5,0,0,0,0,0,1
1529,"причину выяснили, но дверь как была открыта, так и осталась. вопрос не был решен.",4190696,5,0,1,0,0,0,0
1530,очень быстро отреагировали,4190639,5,0,0,0,0,1,0
1531,"частично произведена уборка, засохшое дерьмо в углу так и осталось не убранным.",4190613,5,0,1,0,0,0,0
1532,"спасибо, что быстро исправили👌👍💖",4190484,5,0,0,0,0,1,0
1533,все оперативно и качественно,4190348,5,0,0,1,0,1,0
1534,все быстро и хорошо,4190280,5,0,0,0,0,1,1
1535,"долго, но всё равно, спасибо",4190237,5,0,0,0,0,0,1
1536,"спасибо , быстро отреагировали!",4190112,5,0,0,0,0,1,0
1537,спасибо огромное,4190011,5,0,0,0,0,0,1
1538,"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",4189998,5,0,0,1,1,1,0
1539,быстро и вовремя,4189874,5,0,0,0,0,1,0
1540,"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",4189813,5,0,0,0,0,1,1
1541,быстро сработали!,4189802,5,0,0,0,0,1,0
1542,благодарю,4189696,5,0,0,0,0,0,1
1543,спасибо за оперативность,4189628,5,0,0,0,0,1,0
1544,огромное спасибо за оперативную помощь.,4189612,5,0,0,0,0,1,0
1545,работает. спасибо,4189606,5,0,0,0,0,0,1
1546,всё решили быстро,4189591,5,0,0,0,0,1,0
1547,на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,4189282,5,0,1,0,0,0,0
1548,спасибо огромное андрею! мастер своего дела,4189200,5,0,0,0,1,0,0
1549,благодарим,4189189,5,0,0,0,0,0,1
1550,"отличный мастер приходил, отзывчивый. все устранил",4189147,5,0,0,0,1,0,0
1551,быстро! качественно! спасибо!,4189064,5,0,0,1,0,1,0
1552,ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,4188873,5,0,0,0,0,0,1
1553,вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽,4188867,5,0,0,0,0,1,0
1554,"воду дали, но не понятно почему ее не было",4188741,5,1,0,0,0,0,0
1555,пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,4188691,5,0,0,0,0,1,0
1556,"оперативно, качественно и доброжелательно!",4188688,5,0,0,1,1,1,0
1557,благодарю вас за быструю услугу.,4188654,5,0,0,0,0,1,0
1558,благодарю за выполненную работу.быстро и качественно,4188649,5,0,0,1,0,1,0
1559,спасибо огромное !🙏🏼,4188519,5,0,0,0,0,0,1
1560,отличная работа! спасибо!,4188411,5,0,0,0,0,0,1
1561,оперативно помогли,4188357,5,0,0,0,0,1,0
1562,протечки устранена.спасибо,4188302,5,0,0,0,0,0,1
1563,"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление .  вот что значит опытные сантехники",4188256,5,0,0,0,1,0,1
1564,спасибо👍,4188213,5,0,0,0,0,0,1
1565,этот же автомобиль в этом же месте припаркован на данный момент. из-за этого автомобиля участок еле проходим,4188199,5,0,1,0,0,0,0
1566,добрый день. спасибо за понимание и быстрое решение!,4188140,5,0,0,0,0,1,0
1567,во время устранили,4188133,5,0,0,0,0,1,0
1568,большое вам спасибо :),4188057,5,0,0,0,0,0,1
1569,спасибо! оперативно все починили,4188030,5,0,0,0,0,1,0
1570,мастер  оперативно нашел причину протечки,4188008,5,0,0,0,1,1,0
1571,отлично !!!все устранили в кратчайший срок.благодарю!,4187925,5,0,0,0,0,1,0
1572,111,4187921,5,0,1,0,0,0,0
1573,"пока работает, всё хорошо",4187767,5,0,0,0,0,0,1
1574,убрали,4187651,5,1,0,0,0,0,0
1575,мастер супер! спасибо огромное!,4187591,5,0,0,0,1,0,0
1576,спасибо огромное!!! всё профессионально,4187529,5,0,0,0,1,0,0
1577,"всё работает, спасибо!!!",4187508,5,0,0,0,0,0,1
1578,андрей с товарищем все исправили !отличная работа,4187459,5,0,0,0,1,0,0
1579,супер мастер !!!,4187443,5,0,0,0,1,0,0
1580,"я сделала ремонт в коридоре. и если в подвале сухо, но надеюсь что от грибка в квартире больше нет. благодарю за фото.",4187426,5,0,1,0,0,0,0
1581,хороший мастер 👍,4187359,5,0,0,0,1,0,0
1582,спасибо огромное.у нас в самолёте первоклассные специалисты.👍,4187271,5,0,0,0,1,0,0
1583,ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо,4187234,5,0,0,0,0,0,1
1584,спасибо большое за компетентное разъяснение вопроса!,4187231,5,0,0,0,1,0,0
1585,было бы хорошо чтобы они не ломались каждый жень! они же новые!,4187213,5,1,0,0,0,0,0
1586,"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",4187157,5,0,0,1,1,0,0
1587,супер мастер! протечка устранена ! спасибо !,4187124,5,0,0,0,1,0,0
1588,так и не работает дверь входная и дамовон,4187095,5,0,1,0,0,0,0
1589,"хотелось  бы, чтобы работа выполнялась , постоянно, без заявок",4187034,5,1,0,0,0,0,0
1590,"удивлен, что так быстро среагировали",4186976,5,0,0,0,0,1,0
1591,все супер. отличный спокойный мастер,4186936,5,0,0,0,1,0,0
1592,большой спасибо татьяне 🙏,4186872,5,0,0,0,1,0,0
1593,"шум прошел. надеюсь не повторится, спасибо.",4186811,5,0,0,0,0,0,1
1594,"спасибо, очень быстро всё сделали.",4186802,5,0,0,0,0,1,0
1595,"5 звезд заочно , так как специалист дал оперативную и грамотную консультацию, но проблема пока не решена",4186779,5,0,0,0,1,0,0
1596,оперативно пришел сотрудник и нашел источник протечки,4186370,5,0,0,0,1,1,0
1597,быстро приняли меры.,4186346,5,0,0,0,0,1,0
1598,все сделали,4186341,5,1,0,0,0,0,0
1599,спасибо большое!,4186256,5,0,0,0,0,0,1
1600,все сделано грамотно и оперативно,4186199,5,0,0,1,0,1,0
1601,спасибо за быструю и качественную работу!,4186128,5,0,0,1,0,1,0
1602,оперативно.,4186093,5,0,0,0,0,1,0
1603,спасибо.,4186085,5,0,0,0,0,0,1
1604,"быстро, качественно,результативно 👍👍👍спасибо",4186065,5,0,0,1,0,1,0
1605,спасибо большое. все быстро починили.,4186063,5,0,0,0,0,0,1
1606,всё хорошо,4186029,5,0,0,0,0,0,1
1607,"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",4185970,5,0,0,0,0,1,0
1608,"спасибо сантехнику валерию , что устранил гул у соседей",4185965,5,0,0,0,1,0,0
1609,батарея в ванной горячая. спасибо.,4185904,5,0,0,0,0,0,1
1610,огромное спасибо слесарям. пришли быстро. все устранили.,4185836,5,0,0,0,1,1,0
1611,"никто не приходил, как гремело, так и гремит.
после повторного обращения и переоткрытия заявки дефекты были устранены.",4185789,5,0,1,0,0,0,0
1612,"спасибо , все сделал мастер",4185701,5,0,0,0,1,0,0
1613,приятный менеджер👍,4185671,5,0,0,0,1,0,0
1614,"спасибо большое, все быстро и по делу",4185653,5,0,0,0,0,0,1
1615,"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",4185499,5,0,0,0,1,1,0
1616,"спасибо,  очень оперативно",4185464,5,0,0,0,0,1,0
1617,спасибо за оперативность!,4185320,5,0,0,0,0,1,0
1618,а тлично,4185305,5,0,0,0,0,0,1
1619,"вопрос решен, спасибо!",4185299,5,0,0,0,0,0,1
1620,оплатил,4185279,5,0,1,0,0,0,0
1621,"лифт не работает, кнопки не активны",4185235,5,0,1,0,0,0,0
1622,спасибо. заменили лампу,4185154,5,0,0,0,0,0,1
1623,прошу просмотреть прошел ли платеж сегодня. на новую сумму в квитанции деньги списали,4185044,5,0,1,0,0,0,0
1624,оперативно!,4184989,5,0,0,0,0,1,0
1625,не передали в гарантийный отдел!,4184979,5,0,1,0,0,0,0
1626,"мастер быстро отреагировал, сразу пришел , проблему решили",4184905,5,0,0,0,1,1,0
1627,очень оперативно. спасибо !,4184830,5,0,0,0,0,1,0
1628,оперативно исправили,4184692,5,0,0,0,0,1,0
1629,"спасибо, всё быстро и качественно",4184636,5,0,0,1,0,1,0
1630,"отлично!спасибо,мастер все установил как нужно.",4184497,5,0,0,0,1,0,0
1631,спасибо за ликвидацию аварии!!,4184450,5,0,0,0,0,0,1
1632,мастер подошёл в течении 3 минут. спасибо огромное.,4184444,5,0,0,0,0,1,1
1633,не работают 2 грузовых лифта,4184403,5,0,1,0,0,0,0
1634,спасибо юлии и ерлану за решение вопроса!,4184401,5,0,0,0,1,0,0
1635,быстро пришли. течь устранили.,4184362,5,1,0,0,0,1,0
1636,спасибо за оперативную работу,4184265,5,0,0,0,0,1,0
1637,спасибо 🎄,4184249,5,0,0,0,0,0,1
1638,21.01 уборка была выполнена,4184236,5,1,0,0,0,0,0
1639,спасибо большое.,4184194,5,0,0,0,0,0,1
1640,"мастер все сделал хорошо, все замазал, установил крепко и подключил.",4184131,5,0,0,1,1,0,0
1641,подача горячей воды в систему отопления была выполнена в течение 30 мин. с момента подачи заявки по отсутствию отопления.,4184057,5,0,1,0,0,0,0
1642,подача горячей воды в систему горячего водоснабжения была выполнена в течение 30 мин. с момента подачи заявки по отсутствию горячей воды,4184051,5,0,1,0,0,0,0
1643,спасибо большое. все хорошо сделали!,4183926,5,0,0,0,0,0,1
1644,отлично,4183906,5,0,0,0,0,0,1
1645,большое спасибо менеджеру репиной светлане за оперативное решение проблемы,4183879,5,0,0,0,1,1,0
1646,быстро устранили течь в шахте,4183869,5,0,0,0,0,1,0
1647,мастер приехал вовремя и устранил неполадки,4183815,5,0,0,0,0,1,0
1648,спасибо! очень оперативно несмотря на праздники.,4183772,5,0,0,0,0,1,0
1649,"очень приятно, что так оперативно отреагировали и решили вопрос.  спасибо большое!",4183642,5,0,0,0,0,1,1
1650,"супер, спасибо",4183553,5,0,0,0,0,0,1
1651,быстро и хорошо. спасибо!,4183495,5,0,0,0,0,1,1
1652,починили быстро! спасибо!,4183490,5,0,0,0,0,1,0
1653,"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",4183486,5,0,0,0,1,0,0
1654,засор устранили,4183452,5,1,0,0,0,0,0
1655,спасибо))),4183229,5,0,0,0,0,0,1
1656,"оперативно, молодцы",4183086,5,0,0,0,0,1,0
1657,спасибо!!!,4183083,5,0,0,0,0,0,1
1658,"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",4182972,5,0,0,0,0,1,1
1659,"все мастер поправил, работает. спасибо большое!",4182649,5,0,0,0,1,0,1
1660,"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",4181848,5,0,0,1,0,0,0
1661,"сроки, конечно, так себе",4181692,5,1,0,0,0,0,0
1662,заявка не выполнена,4181684,5,0,1,0,0,0,0
1663,долго мастер не приходил после оплаты,4181430,5,1,0,0,0,0,0
1664,"еще бы плитку восстановили, пока никто не сломал ноги",4181376,5,0,1,0,0,0,0
1665,спасибо за оперативность в тот день 👍,4181240,5,0,0,0,0,1,0
1666,"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",4180938,5,0,0,0,1,1,0
1667,оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,4180924,5,0,0,0,1,1,1
1668,спасибо 👍теперь все работает.,4180841,5,0,0,0,0,0,1
1669,благодарю за развернутый ответ!,4180516,5,0,0,1,0,0,0
1670,спасибо мастерам! они отлично выполнили свою работу,4180245,5,0,0,0,1,0,0
1671,доводчик заменили,4179933,5,1,0,0,0,0,0
1672,"я прошу прощения что донимаю, возможно , не по адресу, но хочу понять, это отдельный платеж за кап ремонт получается? 
или это к ним нужно обратиться ?",4179271,5,0,1,0,0,0,0
1673,спасибо большое.  все очень быстро и удобно.,4178763,5,0,0,0,0,1,1
1674,спасибо за отмену заявки по моей просьбе,4178642,5,0,1,0,0,0,0
1675,"спасибо, теперь всё работает.",4178205,5,0,0,0,0,0,1
1676,"очень хорошо убрали, спасибо",4178055,5,0,0,1,0,0,0
1677,данные расчета не предоставили.,4177499,5,0,1,0,0,0,0
1678,"показания по счетчикам сняли, но нет ответа по поводу суммы в последней квитанции — она верна? почему она идентична с предыдущим месяцем?",4177193,5,0,1,0,0,0,0
1679,быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,4176769,5,0,0,1,0,1,0
1680,"все быстро и оперативно, спасибо!",4176486,5,0,0,0,0,1,0
1681,"здравствуйте. прошу заметить, что и в крайней квитанции, и в более ранних неверно проставлены даты последних платежей. с чем это связано?",4176418,5,0,1,0,0,0,0
1682,"добрый день! в ноябре счет был оплачен 15 ноября . вот скрин из приложения банка . прошу проверить оплаты . и написать поступившие вам с октября до конца года . ноябрь был оплачен , проверьте , пожалуйста . тут нет возможности приложить скрин. напишите , куда отправить квитанцию о оплате",4175916,5,0,1,0,0,0,0
1683,"оперативно, благодарю",4174851,5,0,0,0,0,1,0
1684,"все ок, спасибо",4174828,5,0,0,0,0,0,1
1685,норм,4174773,5,0,0,0,0,0,1
1686,не могу найти как открыть новую,4174552,5,0,1,0,0,0,0
1687,ждём морозной погоды что бы замерить тепловизором температуру на стене.,4174485,5,0,1,0,0,0,0
1688,"так 2 декабря оплачивали за ноябрь, а сейчас идёт авансовый которая должна быть до января оплачена",4174324,5,0,1,0,0,0,0
1689,"мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍",4174244,5,0,0,0,1,0,0
1690,как не убрано было так до сих пор и не убрано!,4173976,5,0,1,0,0,0,0
1691,"на 24.01.2025 назначено уборка частей забора, надеемся и куч графия и блоков, занимающих места. ждём.",4173856,5,1,0,0,0,0,0
1692,"проконсультировали по телефону, обещали перерасчёт в следующем счете. жду счет",4173654,5,1,0,0,0,0,0
1693,"добрый вечер. да, в личном кабинете написано, что оплата . объясните почему нет чеков в истории оплат?",4173495,5,0,1,0,0,0,0
1694,"проблема решена, но после повторных заявок",4173423,5,1,0,0,0,0,0
1695,смотрите сообщения от 23.09.24 о поверке счетчиков. вы же мне и предлагали. вот акт у вас есть. так с чего мне начисляется отопление не по счетчику?!,4173232,5,0,1,0,0,0,0
1696,снова не работает доводчик двери,4172875,5,0,1,0,0,0,0
1697,спасибо огромное за перепрограммирование,4172321,5,0,0,1,0,0,0
1698,"просили разобраться по счету за кладовое помещение, а не за квартиру",4172165,5,0,1,0,0,0,0
1699,в приложении не обновился номер нового счетчика по горячему водоснабжению. можете перепроверить информацию?,4171777,5,0,1,0,0,0,0
1700,"заявка закрыта без фактического исполнения и не обоснованно. контрольные показания счетчика так и не сняты, акт не составлен, перерасчет не сделан. прошу возобновить исполнение заявки.",4171734,5,0,1,0,0,0,0
1701,всё быстро сделали),4169592,5,0,0,0,0,1,0
1702,все понятно спасибо,4169073,5,0,0,0,0,0,1
1703,у меня были вопросы по показаниям счётчиков воды за период с октября 2024 года. а мне приведены данные за ноябрь-декабрь 2024,4169034,5,0,1,0,0,0,0
1704,"дрлго. все сроки оплаты уже прошли к тому моменту, как появилась информация в банковском приложении.",4168643,5,1,0,0,0,0,0
1705,в жк спутник самый лучший инженер!,4168303,5,0,0,0,1,0,0
1706,"спасибо, хоть и очень не оперативно, заявка выполнена",4167943,5,0,0,0,0,0,1
1707,поверку не произвели,4167550,5,0,1,0,0,0,0
1708,спасибо за решение проблемы!,4167083,5,0,0,0,0,0,1
1709,"решили, но пришлось 2 раза просить",4166802,5,1,0,0,0,0,0
1710,"а можно обновить данные в личном кабинете, чтоб светились актуальные счетчикм",4166479,5,0,1,0,0,0,0
1711,"наконец то уровень сервиса дошёл до отметки, где смогли решить эту проблему",4166478,5,0,0,0,1,0,0
1712,"соседи так и хранят вещи , а лист был просто положен в результате его просто выбросили , нужно наклеить лист оповещения на окно чтоб было видно либо принять меры к людям которые продолжают пренебрегать правилами пользования помещения",4165770,5,0,1,0,0,0,0
1713,большое спасибо марине за контроль уборки .   надеюсь что так будет всегда.,4164707,5,0,0,0,1,0,0
1714,"добрый день, я просил составить заявку по уборке лестничного марша. по поводу уборки в коридорах у меня пока нет претензий. прошу навести порядок на лестничном марше",4164480,5,0,1,0,0,0,0
1715,магнитный замок так и не закреплён. диагностика и установление причин видимо даже не проводилось.,4163362,5,0,1,0,0,0,0
1716,спасибо большое всё идеально,4163143,5,0,0,0,0,0,1
1717,дверь исправна,4162676,5,1,0,0,0,0,0
1718,плесень не устранена. просьба устранить.,4161837,5,0,1,0,0,0,0
1719,ок,4160291,5,1,0,0,0,0,0
1720,"указанные ключи не работают. ростелеком 2 раза их перепрошивал, не открывают дверь. из приложения дверь открывается, клбчом нет. ерт от",4158543,5,0,1,0,0,0,0
1721,"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",4158342,5,0,0,1,0,0,0
1722,молодцы!,4155972,5,0,0,0,0,0,1
1723,чудесный мастер! благодарю!,4155819,5,0,0,0,1,0,0
1724,"добрый день, услуга оказана отвратительно, трещина задела  шпатлёвкой, после высыхания шов не был зашлифован сразу была нанесена краска. также испорчен вид  посещения моп из- за окраски не в тон ранее окрашеных стен.",4155636,5,0,1,0,0,0,0
1725,напольное покрытие видимо отдельная задача.,4154287,5,0,1,0,0,0,0
1726,нормально,4153150,5,0,0,0,0,0,1
1727,долг за водоотвод не снят. подтверждающий документ не выслан.,4151170,5,0,1,0,0,0,0
1728,большое спасибо за решение проблемы,4150415,5,0,0,0,0,0,1
1729,никто не позвонил,4149510,5,0,1,0,0,0,0
1730,"в приложении не возможно поменять л/с, а по новому квартиру не добавить, т. к. уже есть одобрение на  78148990058",4149144,5,0,1,0,0,0,0
1731,"вы не ответили, внесли ли вы изменения. меня волнует начисления с января 2025 года. я вам предоставила адресную справку которая от 03.01.25 года, в которой говориться что прописан только один человек, это я. меня волнует вопрос, внесли ли вы данные о снятие с регистрации моего сына, чтобы ав",4149091,5,0,1,0,0,0,0
1732,спасибо! спускаем воздух регулярно,4149082,5,0,1,0,0,0,0
1733,"пришёл пьяный сантехник,ни хрена не сделал,но заявка выполнена😂😂😂",4148781,5,0,1,0,0,0,0
1734,"даже никто и не подходил к отвалившейся плитке, каким образом стоит статус выполнено ?
свершилось чудо целый месяц приклеивали, спасибо и на этом",4147013,5,0,1,0,0,0,0
1735,после после проведенной регулировки окно стало цеплять раму,4146277,5,0,1,0,0,0,0
1736,"-1 звезда за то,что не оперативно реагируете на заявки банальные",4145398,5,1,0,0,0,0,0
1737,"соседи так же продолжают ставить вещи , прошу принять меры",4145150,5,0,1,0,0,0,0
1738,всеееееее оооооооочень долгоооооо,4143079,5,1,0,0,0,0,0
1739,отлично! спасибо),4140794,5,0,0,0,0,0,1
1740,"решили просто закрыть, не выполнив?!",4137532,5,0,1,0,0,0,0
1741,хотелось бы более быстрого решения проблемы,4136400,5,1,0,0,0,0,0
1742,"проблему с течью воды устранили,но смеситель мне не заменили!",4135758,5,0,1,0,0,0,0
1743,выполнили заявку через 2 недели,4134698,5,1,0,0,0,0,0
